Total_Spending,Meat,Catalog,Wines,Income,Store,Web,Fish,Fruits,Sweets,Gold,Children,Parental_Status,NumWebVisitsMonth,Discount_Purchases,cluster
1574.0,345,4,901,83844.0,11,4,75.0,31,31,126.5,0,0,1,1,0
69.0,21,1,14,19514.0,2,3,2.0,3,1,28.0,2,1,8,4,2
17.0,3,0,10,36736.0,2,1,0.0,0,0,4.0,2,1,6,1,2
2194.0,396,2,1225,77568.0,8,10,120.5,0,81,126.5,1,1,5,1,0
116.0,31,1,81,49187.0,5,1,2.0,1,1,0.0,1,1,2,1,2
279.0,66,1,154,30168.0,4,6,0.0,20,12,27.0,1,1,9,7,1
103.0,21,0,63,34053.0,3,3,7.0,0,0,12.0,1,1,8,1,2
44.0,11,0,30,38196.0,4,2,0.0,0,0,3.0,2,1,5,3,2
406.0,165,2,90,59412.0,8,4,30.0,67,43,11.0,0,0,3,1,0
1363.0,254,6,635,70924.0,7,6,120.5,81,81,76.0,0,0,3,1,0
236.0,73,1,127,54165.0,7,2,15.0,4,6,11.0,0,0,2,1,0
39.0,6,0,13,32300.0,3,1,6.0,3,5,6.0,1,1,8,1,2
137.0,24,1,18,20180.0,4,2,15.0,42,20,18.0,0,0,7,1,2
79.0,26,1,45,34961.0,3,3,4.0,2,1,1.0,1,1,7,3,2
63.0,24,0,38,28440.0,3,2,0.0,1,0,0.0,1,1,8,1,2
1314.0,168,3,986,64504.0,4,11,16.0,36,0,108.0,3,1,7,7,1
71.0,3,1,61,33564.0,3,1,0.0,0,0,7.0,1,1,5,1,2
58.0,16,1,4,17345.0,2,2,17.0,9,0,12.0,1,1,8,2,2
702.0,172,4,201,56320.0,9,5,116.0,53,77,83.0,1,1,4,3,1
94.0,29,2,19,28647.0,2,2,0.0,8,12,26.0,1,1,7,1,2
80.0,11,1,4,15038.0,2,2,19.0,8,12,26.0,1,1,9,2,2
22.0,2,0,18,32173.0,3,1,0.0,0,0,2.0,1,1,4,1,2
1211.0,161,7,806,68316.0,10,10,120.0,80,11,33.0,1,1,6,5,1
1461.0,556,8,380,74538.0,5,8,110.0,81,81,28.0,0,0,3,1,0
1968.0,556,6,576,91700.0,5,8,120.5,81,81,19.0,0,0,3,1,0
1091.0,356,4,458,68695.0,7,4,106.0,81,50,40.0,0,0,2,1,0
55.0,13,0,5,31056.0,3,1,3.0,10,8,16.0,1,1,8,1,2
1366.0,556,6,350,79593.0,7,5,110.0,60,81,126.5,0,0,2,1,0
313.0,130,1,39,28071.0,5,5,41.0,33,26,44.0,0,0,8,2,1
62.0,16,0,26,37334.0,4,3,2.0,1,2,15.0,2,1,4,4,2
92.0,16,0,68,46423.0,4,2,0.0,0,0,8.0,2,1,7,3,2
72.0,9,2,45,37126.0,2,1,4.0,3,4,7.0,1,1,6,1,2
655.0,134,3,359,47703.0,8,6,13.0,0,26,123.0,1,1,5,4,1
704.0,29,5,403,61180.0,6,5,6.0,24,24,126.5,1,1,3,2,1
54.0,14,0,34,38998.0,3,2,0.0,1,0,5.0,2,1,8,3,2
178.0,66,1,73,8028.0,0,0,7.0,18,12,2.0,0,0,19,15,2
1033.0,415,5,292,76081.0,4,4,63.0,30,33,126.5,0,0,2,1,0
36.0,16,1,14,34728.0,2,1,0.0,0,0,6.0,1,1,6,1,2
122.0,37,1,80,33168.0,4,2,0.0,1,1,3.0,1,1,7,3,2
122.0,33,0,30,33585.0,4,2,13.0,11,6,29.0,1,1,4,1,2
1123.0,333,7,463,77037.0,12,7,120.5,81,53,10.0,1,1,3,1,0
497.0,141,1,75,35196.0,5,6,43.0,12,39,126.5,1,1,8,6,1
691.0,91,2,538,44529.0,11,6,17.0,13,6,26.0,1,1,5,6,1
1363.0,254,6,635,70924.0,7,6,120.5,81,81,76.0,0,0,3,1,0
12.0,3,0,8,28764.0,2,1,0.0,0,0,1.0,2,1,8,1,2
2440.0,556,8,1225,69098.0,9,7,120.5,22,0,126.5,0,0,5,1,0
56.0,12,2,4,25959.0,2,1,7.0,2,5,26.0,2,1,6,2,2
37.0,13,0,12,27100.0,3,1,2.0,0,0,10.0,1,1,7,1,2
968.0,534,5,347,70596.0,12,3,17.0,44,0,26.0,0,0,2,1,0
270.0,53,1,192,42557.0,4,6,0.0,5,5,15.0,1,1,8,4,1
278.0,12,1,241,53312.0,5,5,0.0,0,0,25.0,0,0,7,1,2
1250.0,491,7,631,72228.0,8,6,30.0,28,14,56.0,0,0,3,1,0
938.0,282,8,336,67605.0,6,2,120.5,28,54,54.0,0,0,1,1,0
1178.0,45,4,1099,62845.0,10,3,0.0,0,0,34.0,2,1,8,11,1
1155.0,181,6,743,65196.0,11,7,12.0,19,0,126.5,2,1,5,2,1
653.0,267,2,124,42000.0,11,5,85.0,81,59,35.0,0,0,5,2,0
49.0,8,1,15,35860.0,2,1,4.0,0,2,20.0,2,1,5,2,2
506.0,69,4,397,65526.0,8,4,12.0,19,0,9.0,1,1,2,1,1
38.0,4,1,10,16860.0,3,1,3.0,4,3,14.0,2,1,7,3,2
1650.0,556,10,530,83528.0,8,4,120.5,81,44,126.5,0,0,1,1,0
1826.0,249,9,1215,64176.0,8,8,64.0,33,81,126.5,1,1,6,8,1
18.0,7,0,3,22304.0,2,1,0.0,2,4,2.0,0,0,8,1,2
906.0,382,7,444,67023.0,13,3,11.0,44,8,17.0,0,0,2,1,0
46.0,15,0,26,32892.0,3,3,2.0,0,1,2.0,1,1,8,2,2
1477.0,279,6,736,70713.0,8,5,82.0,81,76,126.5,1,1,3,6,1
766.0,176,2,473,59925.0,9,9,19.0,21,21,56.0,1,1,6,3,1
47.0,5,0,32,39722.0,3,2,2.0,0,0,8.0,1,1,5,2,2
467.0,30,1,288,46610.0,6,6,4.0,10,10,125.0,0,0,6,1,1
2116.0,555,7,1050,88347.0,9,4,77.0,81,81,118.0,0,0,1,1,0
1298.0,107,7,1001,87171.0,11,6,58.0,44,44,44.0,0,0,2,1,0
22.0,7,0,9,26907.0,3,1,0.0,1,3,2.0,2,1,7,2,2
396.0,77,1,234,50014.0,8,4,19.0,14,10,42.0,1,1,5,2,1
20.0,6,0,7,41014.0,2,1,2.0,2,0,3.0,1,1,7,1,2
967.0,334,3,251,66294.0,5,4,65.0,81,81,117.0,0,0,2,1,0
357.0,125,2,172,36715.0,4,7,21.0,10,13,16.0,1,1,9,6,1
1401.0,548,6,565,79456.0,4,5,64.0,42,81,99.0,0,0,3,1,0
15.0,8,0,5,40479.0,3,0,2.0,0,0,0.0,1,1,4,1,2
2087.0,556,8,918,75345.0,6,5,99.0,57,38,126.5,0,0,3,1,0
981.0,158,6,652,54233.0,5,11,21.0,8,0,126.5,1,1,8,4,1
17.0,7,0,4,24163.0,3,1,2.0,1,1,2.0,2,1,4,2,2
523.0,103,9,152,84460.0,4,9,106.0,27,54,81.0,0,0,5,0,0
23.0,9,0,8,43776.0,2,1,2.0,0,1,3.0,1,1,6,1,2
1192.0,411,7,336,71691.0,5,4,120.5,81,32,43.0,0,0,2,1,0
1958.0,556,6,938,85844.0,7,6,25.0,19,81,38.0,0,0,2,1,0
133.0,18,1,68,39190.0,4,2,19.0,8,8,12.0,1,1,5,2,2
777.0,389,5,227,71367.0,7,4,42.0,23,21,75.0,0,0,2,1,0
73.0,22,0,38,38578.0,3,3,3.0,4,3,3.0,2,1,8,3,2
121.0,9,1,105,57236.0,4,2,2.0,0,1,4.0,2,1,3,3,2
424.0,100,2,162,61825.0,8,4,55.0,50,30,27.0,1,1,4,1,1
868.0,216,3,574,79803.0,5,4,21.0,8,16,33.0,1,1,1,1,1
756.0,369,3,160,80910.0,8,3,67.0,80,39,41.0,0,0,1,1,0
12.0,5,0,6,27590.0,2,1,0.0,0,0,1.0,1,1,7,1,2
937.0,160,8,614,56775.0,10,5,58.0,35,35,35.0,1,1,5,2,1
1862.0,430,7,897,83829.0,6,4,120.5,81,81,27.0,0,0,1,0,0
367.0,109,1,70,54210.0,7,4,80.0,54,9,45.0,1,1,5,2,1
443.0,206,2,120,38508.0,5,7,25.0,19,19,54.0,1,1,8,6,1
267.0,30,1,211,53187.0,6,4,7.0,2,7,10.0,1,1,5,2,2
61.0,16,0,11,30023.0,3,2,7.0,0,6,21.0,1,1,8,1,2
1323.0,400,5,760,76045.0,11,4,17.0,53,81,0.0,0,0,2,1,0
63.0,8,0,53,50870.0,3,2,0.0,0,0,2.0,1,1,5,1,2
64.0,13,0,7,15315.0,4,2,15.0,4,8,17.0,0,0,5,2,2
562.0,70,2,391,65463.0,9,6,21.0,32,32,16.0,1,1,5,2,1
312.0,57,1,199,66480.0,7,4,20.0,9,21,6.0,2,1,4,7,1
1156.0,449,2,516,76773.0,11,2,86.0,56,33,16.0,0,0,1,1,0
1104.0,115,2,709,81698.0,5,8,30.0,45,81,45.0,0,0,5,1,0
16.0,4,0,12,54466.0,2,1,0.0,0,0,0.0,2,1,5,1,2
2008.0,556,6,1000,98777.0,9,4,120.5,19,81,38.0,0,0,1,0,0
44.0,18,0,19,16269.0,3,3,3.0,3,1,0.0,1,1,8,3,2
1574.0,140,3,1224,71819.0,5,3,0.0,28,14,126.5,1,1,6,3,1
63.0,18,1,16,33569.0,2,1,3.0,2,0,24.0,1,1,8,1,2
426.0,54,5,88,36262.0,3,3,64.0,39,28,126.5,0,0,6,1,0
96.0,11,1,2,22634.0,2,2,8.0,23,6,46.0,0,0,8,1,2
635.0,59,1,508,47025.0,6,11,23.0,11,5,29.0,1,1,9,5,1
757.0,215,5,381,70566.0,9,6,84.0,28,28,21.0,1,1,3,2,0
125.0,42,1,74,31605.0,4,2,2.0,0,1,6.0,1,1,7,2,2
332.0,93,2,146,52034.0,5,4,7.0,0,13,73.0,2,1,7,5,1
135.0,23,1,23,48526.0,4,2,43.0,17,20,9.0,1,1,3,1,2
330.0,137,1,110,46734.0,5,6,26.0,5,23,29.0,1,1,7,2,1
384.0,147,2,165,39552.0,5,6,4.0,3,24,41.0,2,1,8,7,1
1722.0,494,3,957,86358.0,6,5,82.0,47,47,95.0,2,1,8,4,1
78.0,17,1,41,46931.0,3,1,3.0,0,1,16.0,3,1,3,2,2
24.0,4,0,1,16581.0,3,0,2.0,3,3,11.0,0,0,4,1,2
1168.0,556,6,176,63998.0,11,7,0.0,29,33,112.0,0,0,4,1,0
957.0,53,2,815,67381.0,9,2,11.0,8,0,70.0,1,1,7,4,1
15.0,2,0,6,25930.0,2,1,2.0,1,0,4.0,2,1,7,1,2
57.0,20,0,8,42693.0,3,1,6.0,4,3,16.0,1,1,5,1,2
1956.0,556,7,717,85606.0,9,6,120.5,42,30,84.0,1,1,3,2,0
2013.0,556,5,1067,72903.0,8,7,0.0,81,19,39.0,0,0,4,1,0
326.0,107,1,166,49669.0,6,5,11.0,5,8,29.0,1,1,6,2,1
77.0,34,0,29,36778.0,3,3,2.0,4,4,4.0,2,1,9,3,2
1313.0,395,6,714,85696.0,9,4,116.0,76,0,12.0,0,0,1,1,0
30.0,10,0,8,10979.0,3,3,2.0,4,2,4.0,0,0,5,2,2
315.0,56,2,229,49678.0,4,6,3.0,5,2,20.0,1,1,7,2,1
660.0,133,2,320,56129.0,10,6,39.0,48,72,48.0,1,1,4,4,1
74.0,26,0,23,37155.0,4,2,7.0,0,15,3.0,1,1,5,1,2
46.0,8,1,1,21282.0,2,2,4.0,5,8,20.0,1,1,6,2,2
86.0,12,0,56,33419.0,4,2,0.0,0,0,18.0,1,1,7,2,2
1103.0,249,5,508,63285.0,13,6,50.0,81,38,126.5,0,0,3,1,0
61.0,25,1,29,21255.0,4,2,2.0,0,2,3.0,1,1,4,4,2
145.0,59,1,46,42162.0,3,3,2.0,7,4,27.0,1,1,6,2,2
684.0,171,2,454,54450.0,8,9,8.0,0,19,32.0,2,1,8,12,1
411.0,39,1,350,57744.0,4,9,0.0,3,0,19.0,1,1,8,2,1
27.0,8,0,10,26576.0,2,1,0.0,0,0,9.0,1,1,9,1,2
1060.0,183,3,735,57513.0,13,9,52.0,40,20,30.0,0,0,6,2,0
1459.0,196,4,897,68142.0,7,10,91.0,81,81,37.0,1,1,6,3,1
18.0,3,0,5,7500.0,2,1,3.0,2,0,5.0,1,1,8,1,2
1833.0,556,9,777,83145.0,11,5,39.0,35,81,114.0,0,0,2,1,0
237.0,37,3,162,54197.0,6,1,6.0,6,13,13.0,1,1,1,2,1
48.0,11,1,35,23091.0,3,2,0.0,0,0,2.0,2,1,7,4,2
515.0,112,2,342,46049.0,9,5,19.0,9,14,19.0,2,1,7,10,1
1020.0,239,3,258,56715.0,4,7,120.5,81,81,9.0,0,0,4,1,0
1370.0,483,2,658,79410.0,5,3,120.5,80,13,13.0,0,0,1,1,0
1026.0,329,6,356,57304.0,10,7,120.5,80,17,106.0,1,1,5,2,1
301.0,28,1,213,44375.0,6,4,7.0,5,7,41.0,1,1,5,1,1
684.0,171,2,454,54450.0,8,9,8.0,0,19,32.0,2,1,8,12,1
499.0,29,1,457,59594.0,7,8,0.0,4,0,9.0,1,1,7,1,1
1004.0,556,4,241,80685.0,10,6,34.0,45,26,54.0,0,0,2,1,0
218.0,6,1,210,40344.0,5,4,0.0,0,0,2.0,1,1,7,2,2
606.0,83,2,441,62710.0,12,4,7.0,35,29,11.0,1,1,4,4,1
75.0,18,1,19,48985.0,3,1,10.0,13,7,8.0,1,1,3,1,2
106.0,37,0,28,35322.0,4,2,12.0,9,7,13.0,3,1,8,3,2
990.0,162,4,476,77142.0,8,4,29.0,75,81,97.0,0,0,2,1,0
1097.0,425,4,364,81657.0,8,3,120.5,40,60,50.0,0,0,1,1,0
16.0,2,0,0,14421.0,2,1,3.0,0,3,8.0,0,0,5,1,2
34.0,3,0,0,20130.0,3,1,7.0,6,6,12.0,0,0,8,1,2
1711.0,547,2,863,74214.0,5,8,86.0,81,81,33.0,0,0,5,1,0
438.0,35,2,349,66726.0,4,8,0.0,7,0,47.0,2,1,7,3,1
75.0,15,0,5,23724.0,3,2,0.0,23,18,14.0,1,1,8,2,2
225.0,19,2,184,47353.0,6,2,8.0,2,8,4.0,1,1,5,3,2
18.0,8,0,8,33444.0,2,1,0.0,0,0,2.0,2,1,8,1,2
470.0,64,2,277,54386.0,10,3,62.0,21,21,25.0,1,1,3,2,1
91.0,19,0,44,28510.0,4,2,0.0,5,4,19.0,2,1,5,3,2
2510.625,556,4,1156,90638.0,10,3,94.0,81,81,96.0,0,0,1,1,0
504.0,83,2,373,48070.0,6,8,6.0,14,9,19.0,1,1,7,3,1
235.0,76,1,134,43140.0,5,4,6.0,8,0,11.0,1,1,6,1,2
1232.0,60,5,1148,54959.0,4,9,0.0,0,0,24.0,1,1,7,3,1
88.0,3,2,6,15056.0,3,2,21.0,12,6,40.0,2,1,5,5,2
17.0,11,0,4,26954.0,2,1,0.0,1,0,1.0,1,1,7,1,2
24.0,8,0,5,22327.0,3,1,2.0,4,0,5.0,1,1,5,1,2
60.0,20,0,24,44393.0,4,1,2.0,2,2,10.0,2,1,4,2,2
1020.0,101,6,899,62000.0,13,6,0.0,0,0,20.0,1,1,4,1,1
155.0,28,1,108,31497.0,4,3,13.0,1,1,4.0,1,1,8,2,2
51.0,7,0,27,45894.0,3,1,0.0,2,2,13.0,2,1,5,1,2
1812.0,549,6,816,78579.0,4,5,120.5,66,66,99.0,0,0,3,1,0
1461.0,70,4,1225,67369.0,10,7,37.0,0,14,42.0,1,1,4,4,1
96.0,11,2,10,58401.0,2,1,17.0,0,29,29.0,1,1,4,1,2
160.0,34,0,87,62307.0,4,4,10.0,13,6,10.0,1,1,5,1,2
139.0,51,1,57,43641.0,4,2,4.0,2,2,23.0,2,1,6,3,2
908.0,100,3,635,63841.0,9,9,20.0,15,7,126.5,1,1,6,1,1
183.0,23,1,43,46891.0,4,2,29.0,12,15,61.0,1,1,4,1,2
1161.0,137,2,964,70091.0,10,5,15.0,34,0,11.0,1,1,8,2,1
988.0,259,5,572,78075.0,5,3,34.0,8,35,80.0,0,0,1,1,0
1072.0,113,6,341,59184.0,12,6,120.5,81,81,66.0,1,1,5,3,1
174.0,57,1,63,54809.0,5,2,13.0,6,13,22.0,2,1,4,4,2
758.0,169,2,221,58113.0,8,9,102.0,81,78,84.0,1,1,7,3,1
195.0,29,2,140,51412.0,4,3,4.0,3,5,14.0,1,1,4,2,2
31.0,8,1,1,15287.0,2,1,4.0,2,3,13.0,1,1,7,2,2
1084.0,556,4,291,66636.0,9,3,84.0,10,10,0.0,0,0,1,1,0
685.0,85,4,544,50965.0,5,10,8.0,13,6,29.0,1,1,8,3,1
1672.0,556,9,684,84618.0,10,6,21.0,81,66,0.0,0,0,2,1,0
43.0,9,0,1,18351.0,3,2,0.0,12,14,7.0,0,0,7,1,2
49.0,4,1,35,40451.0,2,1,0.0,0,0,10.0,2,1,5,1,2
133.0,25,0,87,36317.0,4,3,3.0,3,2,13.0,1,1,7,2,2
363.0,24,1,309,42213.0,7,5,4.0,3,3,20.0,1,1,7,2,1
545.0,93,4,172,65748.0,10,2,95.0,73,78,34.0,1,1,1,2,0
1065.0,242,11,625,77044.0,11,7,50.0,38,34,76.0,1,1,4,2,0
2047.0,556,9,972,74918.0,6,5,25.0,59,19,59.0,0,0,3,1,0
296.0,39,1,157,56721.0,5,4,6.0,6,13,75.0,2,1,6,5,1
140.0,45,1,48,42160.0,4,2,3.0,9,15,20.0,2,1,6,4,2
530.0,88,2,279,61559.0,10,4,32.0,81,14,34.0,1,1,3,1,1
152.0,16,1,132,33629.0,4,3,0.0,0,0,4.0,2,1,9,5,2
1598.0,505,9,919,68682.0,10,4,99.0,0,30,45.0,0,0,2,1,0
114.0,22,2,62,34377.0,2,2,3.0,0,1,26.0,1,1,7,2,2
101.0,3,1,1,8940.0,3,3,4.0,45,6,42.0,1,1,8,3,2
25.0,4,0,2,26228.0,2,1,3.0,6,1,9.0,1,1,8,1,2
789.0,109,7,408,77297.0,9,5,48.0,61,81,41.0,0,0,4,1,0
87.0,7,1,51,40211.0,2,2,2.0,1,1,25.0,2,1,8,2,2
90.0,16,1,62,33438.0,4,2,3.0,1,2,6.0,2,1,5,4,2
1215.0,180,4,952,75032.0,9,5,47.0,12,12,12.0,1,1,3,2,1
811.0,106,2,618,61284.0,8,11,20.0,15,7,45.0,0,0,6,1,0
61.0,12,1,11,22518.0,2,2,2.0,7,2,27.0,1,1,5,2,2
405.0,17,1,318,54730.0,8,4,4.0,3,7,56.0,1,1,4,5,1
72.0,14,0,56,38452.0,3,3,0.0,0,0,2.0,2,1,7,3,2
189.0,59,0,110,44421.0,4,5,7.0,5,1,7.0,2,1,8,5,2
40.0,11,0,23,38197.0,3,1,2.0,0,1,3.0,1,1,5,1,2
63.0,8,0,27,41986.0,4,3,8.0,5,3,12.0,1,1,4,3,2
52.0,19,0,18,28427.0,3,2,3.0,3,3,6.0,1,1,8,2,2
39.0,9,0,18,37395.0,3,1,0.0,0,1,11.0,1,1,6,1,2
805.0,280,2,303,64722.0,11,8,60.0,0,81,15.0,1,1,6,4,1
130.0,19,1,97,55249.0,4,2,2.0,1,0,11.0,1,1,3,1,2
1631.0,414,6,997,84906.0,12,5,99.0,15,30,76.0,0,0,2,1,0
34.0,13,0,5,28691.0,3,1,8.0,4,0,4.0,1,1,8,1,2
152.0,35,1,95,44213.0,5,2,0.0,11,4,7.0,2,1,6,4,2
21.0,2,0,1,25707.0,3,1,3.0,6,6,3.0,1,1,7,1,2
71.0,12,0,46,59062.0,3,2,3.0,1,0,9.0,3,1,4,2,2
899.0,147,10,411,76624.0,7,5,54.0,81,81,66.0,1,1,1,1,0
711.0,270,3,244,66000.0,5,1,101.0,51,0,45.0,0,0,1,1,0
351.0,121,2,152,27683.0,4,6,12.0,9,12,45.0,1,1,8,4,1
8.0,3,0,1,1730.0,0,0,1.0,1,1,1.0,0,0,20,15,2
119.0,18,2,10,7500.0,2,3,8.0,17,26,40.0,1,1,9,4,2
21.0,5,1,12,40521.0,2,0,0.0,0,0,4.0,2,1,5,1,2
10.0,4,0,5,20427.0,2,1,0.0,0,0,1.0,1,1,8,1,2
973.0,133,3,790,65106.0,13,8,12.0,19,0,19.0,1,1,6,3,1
1536.0,514,2,882,69969.0,6,4,38.0,29,29,44.0,0,0,3,1,0
992.0,259,5,615,67433.0,13,6,12.0,28,48,30.0,2,1,4,4,1
1529.0,265,10,1004,77766.0,11,11,115.0,59,59,27.0,1,1,6,2,0
860.0,421,3,133,74716.0,5,7,13.0,27,81,71.0,1,1,4,2,1
928.0,123,9,595,68118.0,4,8,10.0,23,23,126.5,1,1,6,2,1
418.0,87,2,293,55158.0,5,7,4.0,0,11,23.0,2,1,7,4,1
587.0,47,4,313,62972.0,3,7,20.0,15,0,126.5,1,1,6,2,1
641.0,86,2,151,74190.0,11,4,120.5,81,81,64.0,1,1,2,2,0
23.0,2,0,15,39356.0,2,1,0.0,0,0,6.0,2,1,6,1,2
2279.0,556,7,736,76653.0,11,4,120.5,63,81,126.0,0,0,2,1,0
49.0,8,1,15,35860.0,2,1,4.0,0,2,20.0,2,1,5,2,2
1779.0,556,2,982,90687.0,8,6,23.0,17,34,51.0,0,0,2,1,0
1804.0,415,8,1142,73450.0,11,7,90.0,51,69,37.0,0,0,3,1,0
48.0,11,0,28,31454.0,3,2,0.0,0,0,9.0,2,1,8,3,2
83.0,12,1,46,47139.0,2,2,0.0,0,2,23.0,2,1,7,2,2
1862.0,430,7,897,83829.0,6,4,120.5,81,81,27.0,0,0,1,0,0
793.0,152,4,489,53378.0,6,9,8.0,6,6,126.5,2,1,8,10,1
84.0,9,1,25,19656.0,3,2,6.0,4,8,32.0,1,1,7,3,2
183.0,33,1,145,45579.0,4,4,2.0,1,1,1.0,1,1,6,1,2
1383.0,556,6,630,85485.0,6,6,44.0,26,18,54.0,0,0,2,1,0
999.0,104,3,760,55956.0,4,7,50.0,38,9,38.0,0,0,4,2,0
825.0,186,3,420,64191.0,13,5,120.5,15,38,15.0,1,1,3,3,1
246.0,52,1,125,38808.0,4,5,3.0,17,19,30.0,1,1,8,4,1
610.0,64,1,464,57183.0,7,9,7.0,5,0,70.0,2,1,8,8,1
76.0,29,1,6,23748.0,3,2,12.0,6,15,8.0,1,1,8,3,2
1286.0,96,4,1090,66303.0,11,3,16.0,12,12,60.0,1,1,8,4,1
30.0,11,0,3,37368.0,2,1,2.0,2,2,10.0,1,1,6,1,2
99.0,27,0,24,40800.0,3,3,8.0,0,30,10.0,3,1,7,2,2
1192.0,106,7,737,71847.0,9,6,55.0,21,63,126.5,0,0,3,0,0
362.0,71,1,254,46149.0,7,5,4.0,6,0,27.0,1,1,5,5,1
2130.0,556,6,817,78687.0,8,4,120.5,81,55,126.5,0,0,2,1,0
1229.0,239,7,620,49118.0,10,9,99.0,54,81,119.0,0,0,7,2,0
38.0,20,0,13,37633.0,3,1,0.0,4,0,1.0,2,1,9,2,2
485.0,204,1,113,39767.0,7,7,34.0,61,26,47.0,0,0,8,2,1
434.0,78,2,7,26997.0,5,4,120.5,23,49,126.5,0,0,7,2,1
44.0,18,0,16,33986.0,3,1,2.0,2,1,5.0,1,1,7,1,2
496.0,24,2,462,57091.0,5,9,6.0,0,0,4.0,1,1,7,2,1
78.0,10,2,22,46831.0,2,1,6.0,2,4,34.0,2,1,4,2,2
2346.0,556,7,968,83151.0,10,5,120.5,81,42,126.5,0,0,2,1,0
794.0,151,2,283,52531.0,10,7,51.0,81,72,125.0,0,0,6,2,0
17.0,5,0,1,15759.0,2,1,6.0,2,0,3.0,0,0,7,1,2
26.0,7,0,14,22804.0,2,2,2.0,1,1,1.0,1,1,9,1,2
76.0,24,0,30,43050.0,4,2,6.0,5,3,8.0,1,1,5,2,2
15.0,5,0,4,42997.0,2,1,0.0,0,1,5.0,2,1,7,1,2
62.0,9,0,52,48918.0,4,1,0.0,0,0,1.0,2,1,4,2,2
198.0,57,1,62,60033.0,5,2,19.0,1,11,48.0,1,1,2,2,1
49.0,14,0,20,34043.0,2,2,3.0,2,0,10.0,1,1,9,1,2
802.0,114,2,545,57811.0,11,7,37.0,7,21,78.0,1,1,5,5,1
1736.0,556,6,558,78569.0,4,4,120.5,79,81,95.0,0,0,1,1,0
57.0,4,1,6,7500.0,3,2,13.0,5,4,25.0,2,1,6,4,2
59.0,9,0,39,117416.25,1,1,2.0,1,0,8.0,1,1,1,0,2
2302.0,556,8,1111,94384.0,5,5,120.5,24,45,126.5,0,0,2,0,0
37.0,8,0,4,23148.0,3,2,6.0,6,3,10.0,0,0,7,1,2
310.0,65,2,183,44267.0,4,5,3.0,5,5,49.0,2,1,9,5,1
1305.0,376,5,546,71626.0,8,5,94.0,72,81,72.0,0,0,3,1,0
832.0,155,3,606,60894.0,8,10,10.0,7,0,54.0,1,1,7,5,1
401.0,51,1,266,50200.0,5,7,8.0,6,6,64.0,2,1,8,6,1
1501.0,249,5,1142,81051.0,12,5,38.0,29,29,14.0,0,0,2,1,0
1189.0,69,4,1074,65169.0,13,10,0.0,0,0,46.0,0,0,6,1,0
1194.0,154,2,771,59868.0,12,11,54.0,51,10,126.5,1,1,6,7,1
656.0,189,4,371,65695.0,10,5,0.0,32,58,6.0,1,1,4,2,1
1540.0,556,5,556,64857.0,10,7,120.5,14,0,43.0,0,0,4,1,0
311.0,74,1,202,45143.0,5,6,11.0,5,5,14.0,1,1,7,3,1
820.0,209,7,209,74805.0,10,4,41.0,81,81,37.0,1,1,2,5,0
274.0,111,1,35,59060.0,7,3,36.0,40,40,12.0,1,1,4,3,1
57.0,17,0,37,27238.0,3,3,0.0,0,0,3.0,2,1,9,3,2
448.0,73,2,171,47009.0,8,3,59.0,45,10,90.0,1,1,4,4,1
44.0,20,0,12,46094.0,3,1,3.0,2,2,5.0,2,1,7,1,2
102.0,21,0,44,40321.0,3,3,6.0,4,0,27.0,2,1,7,2,2
61.0,9,1,20,37235.0,2,1,4.0,2,6,20.0,1,1,4,1,2
1643.0,537,9,779,81843.0,12,5,34.0,81,69,126.5,0,0,3,1,0
397.0,97,1,170,46692.0,5,6,24.0,6,12,88.0,1,1,6,3,1
1121.0,231,7,491,77382.0,12,5,112.0,48,81,126.5,1,1,1,2,0
473.0,107,2,173,37774.0,3,7,7.0,8,2,126.5,2,1,9,4,1
50.0,13,0,7,18393.0,3,3,16.0,10,0,4.0,1,1,8,2,2
1678.0,235,3,1205,72828.0,13,6,19.0,0,14,126.5,1,1,7,6,1
58.0,25,0,10,24711.0,3,3,6.0,7,3,7.0,0,0,7,1,2
170.0,44,1,97,45503.0,4,3,6.0,4,1,18.0,1,1,5,1,2
373.0,26,0,67,6560.0,1,1,4.0,11,3,126.5,0,0,17,0,2
1196.0,528,3,345,71604.0,5,8,98.0,53,75,97.0,0,0,4,1,0
101.0,17,2,6,27244.0,2,2,3.0,5,24,46.0,1,1,7,2,2
316.0,100,1,73,48752.0,5,6,71.0,57,15,0.0,2,1,9,5,1
1400.0,217,4,711,71434.0,7,7,120.5,36,81,126.5,1,1,4,3,0
1424.0,118,9,774,90842.0,13,4,120.5,70,81,93.0,0,0,1,1,0
844.0,480,5,163,88097.0,8,6,0.0,0,81,75.0,1,1,9,1,1
311.0,54,2,82,51948.0,4,5,71.0,33,30,41.0,1,1,5,2,1
1149.0,413,8,358,71853.0,6,2,120.5,81,81,32.0,0,0,1,1,0
129.0,40,1,66,35876.0,3,3,4.0,2,3,14.0,0,0,6,1,2
32.0,7,0,13,40049.0,3,1,0.0,6,3,3.0,1,1,6,1,2
299.0,78,1,139,39660.0,3,7,20.0,13,13,36.0,1,1,9,3,1
320.0,21,1,274,50127.0,6,5,4.0,0,6,15.0,1,1,6,1,2
441.0,61,2,262,43263.0,6,5,0.0,6,10,102.0,1,1,5,3,1
1178.0,45,4,1099,62845.0,10,3,0.0,0,0,34.0,2,1,8,11,1
